neutral,@xL3GND following and added on xbox may i get an invite when ur on if you have room thanks in advance GT - Eptic Wolf
positive,So that we may spend eternity with Him in Heaven . Planned Parenthood must be shut down Violence begets Violence . Respect ALL LIVES
negative,Oh just realized that there was no teen wolf today :((((((((( MAJOR MISSING :(((( January'16. &lt;&lt; SO LONGGGGG
positive,Today is Metlife. Jesus is coming back its the 2nd Easter. All wars have ended &amp; ceased fire in the stadium. We all gained superpowers.
neutral,"@starbex Or something like NBC's ""Blackout Thursday"" where they had the lights come back on at 9pm because Seinfeld refused to participate."
negative,May or may not have twisted my ankle reenacting Serena vs. Venus with my roommate last night.
negative,"My 9th Grade Art Teacher had her iPhone stolen from the classroom, someone took the SIM card out so she couldn't track it"
positive,"I may be the last human on Earth to see Magic Mike XXL, but tonight it's happening."
positive,@the_hoyk Magic Mike XXL is still playing the awesome Simi Valley 10 bargain house but the run ends Thursday: http://t.co/oql0jmpUjd
neutral,Todd Bowles and players talk about what they're expecting from Saturday night's Green &amp; White practice at MetLife: http://t.co/JsjyJPfouL
positive,@tank_matt Will you be on Minecraft now? Also can't wait to see you at Insomnia! Are you there on Sunday?
negative,"Somewhere, Trump sits watching, for the 10th time, that clip of the Hungarian camerawoman tripping/kicking fleeing refugee kids, &amp; swoons."
neutral,"On September 3 1983, Madonna's first album debuted at #190 on the Billboard Top 200 Albums Chart in the USA. The... http://t.co/cstsl5OJo7"
negative,"@Talk2Cleo @KerryMacuska That's right, ladies. I'm blaming everything on Kerry. Cleo this show may well eclipse the numbers of @JakeNeedham"
neutral,"T-Mobile and band 12 support in unlocked smartphones put in the spotlight - TmoNews:   August 27, 2015 Alex Wa... http://t.co/KIVlLYQhoN"
negative,"@Matthops82 @nightowl197395 @sallykohn  Plus, it's Michelle Obama trying to pick what foods we can eat.  I may have read that wrong, though."
negative,http://t.co/iUKDKLe5Zu - Rick Perry May Be the First Establishment Casualty of the GOP's Ridiculous 2016 Primary http://t.co/vCJ1eh4nxE
neutral,Harry talking to the 9 year old boy/auctioning him off at MetLife - August 5th http://t.co/5fYWLH8x9h
negative,"Big Rally tomorrow, again it looks like too little, too late.  Where was everyone before Kerry and Obama F'ed Up? https://t.co/idqCp02CNc"
neutral,Ada Limantur. @ada_limantur Have you seen these fine Taylor Swift images? You may like: http://t.co/pEuaVvASfY
positive,"As you may already know, we are back from our one day observance of Labor Day. Stop by or email bridal@hallak.com today!"
positive,Joe Biden and Debbie Wasserman Schultz gush with praise for each other - Sun Sentinel http://t.co/qiOe4oLag2
negative,@PoliticalLaughs @kesgardner Besides I don't believe that SCOTUS has the power to overturn state marriage laws per the 10th amendment
negative,Mondays are not the same when you don't have Teen Wolf to look foward to on Monday nights ):
negative,Many people on the planet have a death wish. They don't care if Monsanto is killing them or not. Sometimes you may as well save your breath
negative,Stop Monsanto's Dream Bill in the Senate via @foodandwater http://t.co/FNdme9e6ug GMO's may be very dangerous!
positive,Xbox giveaway from Gamespot. They are giving me points for doing this. They may give to you too. Sorry. https://t.co/u3GHcypKTs
neutral,Nas replaces Snoop Dogg at the #NYSFair Wednesday night. Do you like the new act better? http://t.co/hXcKm3Y6is http://t.co/J33d1gLcs6
neutral,Apple A1136 80GB 5th Generation iPod with Video (iPod Only Black 5th Gen. READ!) http://t.co/WlsxnA9zYB http://t.co/P7O07yRPfr
neutral,I couldn't get Aug 16 off I'm so sad I really wanted to go to the pride parade
negative,"Oh I get it, Joe Biden was here or something. That may explain the incredible traffic.  Or that may honestly just be Atlanta"
negative,"Nope Torontonians wont have a voice, except for the howls as Tory wastes our money yet again #TOpoli  https://t.co/graxB8LyG7"
negative,Whoever decided how Oracle does date arithmetic is getting kicked into the sun.
negative,@greggibson86 @landoncreynolds tru....I may still need to glance it...because Jurassic World straight sucked
neutral,Everyone on insta: I'm going to miss hanging w/ friends &amp; sun Me: im going to miss watching Netflix all day
negative,I would have enjoyed Edge of Tomorrow more if Tom Cruise had to start each day by re-spawning in the bathroom of a Bubba Gump Shrimp.
negative,Mondays are not the same when you don't have Teen Wolf to look foward to on Monday nights ):
negative,Huckabee claims SCOTUS made new law on SSM. No. The equal protection clause of the 14th Amendment is more than a century old.
neutral,"@JoeHNewYork @AnnCoulter Jeb BUSH thinks if he only uses 1st Name we won't think about ""Bushes"" Negative Name Recognition USE BUSH ALOT lol"
negative,"""investigative video reveals Planned Parenthood may be committing infanticide, babies born alive, murdered, and sold."" ACLJ ""with child"" KJV"
neutral,My Jesuit university sent out an email saying the Pope will be giving mass at Madison Square Garden on September 26th. Starts at 6:30
negative,Two guys in Floriduh tried to rob a T-Mobile store after it closed on Tuesday night . . . but it happened to be... http://t.co/Za79gbpRSE
neutral,Why did you keep Madonna 4th in that grossly inaccurate tweet #AskMusicNews_Facts
negative,Sad moment when you realize tomorrow is Monday and there's no new episode of Teen Wolf so no Moonday bummer
neutral,@KaineofTermina So that's a yes and a maybe for this reference. I'm not sure if anyone got the Seinfeld reference Wednesday.
neutral,"At No.8 is ""Jurassic World"" 4th installment of the Jurassic Park series, directed by Colin Trevorrow #R2TVTop10Movies http://t.co/qUXDOLIsCG"
negative,@MelissaPonzio1 crying over the teen wolf final and being sad that there is no teen wolf tomorrow
positive,I believe the new Twitter update comes in time before tomorrow event. Might be seeing deeper integration with iPad Pro? SplitScreen!? #iOS
negative,"If Scotland woke up tomorrow and decided we were going to Vote Tory, Tommy Sheridan would rip his shirt off to reveal a Thatcher tattoo."
negative,ok inbox on iOS has a pretty animation for the sun but thew android version doesnt :(
negative,"I mean, the rumor is that Joe Biden may run. Joe Biden."
neutral,@jellybean1398 watching the last episode 1st is why I skipped watching Seinfeld for MANY yrs. The 1st few yrs at least of Mad Men were good.
neutral,via @CaptainNeon Ted 2 (R) - July 25 - 7 p.m.:  Ted 2 (R)  7 p.m.  Minor with parent or guardian  Tickets on ... http://t.co/nJSfPFpZm3
neutral,"@16KTS @Flareonys Nintendo needs some more 3rd party reps, but at the same time that's what makes them pure."
neutral,"Joe Biden will meet with AFL-CIO president, further fueling talk that he may enter the White House race. I predict a Labor Day announcement."
positive,sometimes you just need to obnoxiously sing along to mariah carey on a rainy tuesday morning
positive,I'm almost at the end of the 3rd season of Teen Wolf and I'm already in tears bc I know what's coming up
neutral,Does he mean a tv or a giant iPad?  https://t.co/oITONF1nPq
positive,Can't wait to see you beautiful people @OkarekaDance at the extra show of Jurassic Park thurs 27th 11pm #edfringe! xx
negative,Cracked my 1st iPhone ever and I'm so pissed ... Anyone know where I can get it fixed ASAP besides Apple
positive,I'm watching Teen Wolf season 2 tomorrow it's been decided
positive,"Think Laurent Blanc may be the man to beat this season...Zlatan flanked by Di Maria &amp; Lucas,  Verratti, Motta &amp; Pastore/Matuidi in midfield"
positive,Elite: Dangerous available on Xbox One October 6th: Elite: Dangerous was first announced as coming to the Xbox... http://t.co/xCo0xOoXew
neutral,"For sure just Missed my exit because was singing to Mariah Carey way too full out. Happy Friday, all."
positive,This is the last Sunday without football until Valentine's Day. I couldn't be happier
positive,I grew up to this song..didn't knew the 2nd verse is about beyonce..until now.JAY-Z - Lost One ft. Chrisette Michele http://t.co/LYgSbix0Wp
positive,"@MetsBooth Hey Keith, I have the same birthday as you, October 20th. We also share birthdays with Tom Petty, &amp; Snoop Dogg!"
negative,"Somewhere, Trump sits watching, for the 10th time, that clip of the Hungarian camerawoman tripping/kicking fleeing refugee kids, &amp; swoons."
negative,What I don't get is why donors would fill Jeb Bush's coffers!  There is a frightening division in the Republican Party that may end in loss!
positive,@morningmika Your morning show is the one thing on any NBC outlet that is worth watching. May God always bless Sarah Palin and her family!
negative,Deplorable and wrong-headed comments by Bristol's only UKIP councillor. I hope he loses his seat in May and UKIP fold http://t.co/l4k1GggRlm
neutral,@dolan712 Jeb Bush in 7th place with 4%.. http://t.co/ebdxCcfyWR
neutral,"""You don't win silver you lose gold.""Nike advert at 1996 Atlanta Olympics . . .C'mon,let's go for gold!"
neutral,The release date for Star Wars: The Force Awakens in the UK has been moved to a day earlier than originally advertised on December 17.
negative,"Scott Walker is getting so desperate, we may just see him borrowing Rick Perry's black frame eyeglasses."
neutral,Interesting #agriculture #IP news: Monsanto's 1st genenration GMO crop patents are expiring in the US http://t.co/IYBypOJyb1 &gt;@TechReview
positive,@Flawed_Is_Movie Excellent. Maybe we could organise af screening Flawed Is Beautiful - it's our 25th Birthday next Valentine's Day.
negative,Turns out watching the Kurt Cobain doco when feeling edgy on an oppressively rainy Sunday wasn't a great choice. Someone bring kittens.
neutral,Streamline hiring with Oracle talent management cloud @OracleHCM http://t.co/pTaoeOnMcs
positive,I drenched the old iPod nano (6th gen) in isopropanol and it actually worked! The screen will never look the same but totally worth it.
negative,@foxandfriends @realDonaldTrump -How could anyone (Other than Megyn Kelly) compare Rick Perry with Trump? C'mon. Perry is a joke.
negative,"""This message is for Monsanto: Bring it on. You may have the money, but we have the people. And the people always win."" -@GovPeterShumlin"
positive,@overcaffeinated Netflix are about to make some more: http://t.co/Q2UYbUhN3a
negative,Rick Perry has stopped paying his campaign staff. Is this a sign he may drop out? #Stop #Sign http://t.co/ogAVz3cHQw http://t.co/6wcMs0clqL
negative,"A day after taking steps to warm relations with Hispanics, Donald J. Trump may have taken a step backward when he suggested that Jeb Bush"
negative,"Donald Trump, Sarah Palin, and Ted Cruz are going to be speaking at the Capitol tomorrow and I'll be in class. Damn."
positive,I remember How to Make It in America premiered on Valentine's day in 2010. A Sunday. Two days later I met Paul Bailey. :3
negative,"When Sarah Palin and Donald Trump speak for America, I think it may be time for a new revolution."
neutral,The t-mobile store in the auburn mall better have the phone I want tomorrow....
negative,"It may be the end of the world as we know it, but Trump's feeling fine."
negative,This may be our last chance to see Zlatan in the World Cup and FIFA totally fucked it up. Shocker.
negative,why is it so hard to win tiCKETS TO GO SEE TAYLOR SWIFT TOMORROW :'(
positive,Ready for the Taylor Swift concert tomorrow!!! @taylorswift13 #ShakeItOff #1989Tour http://t.co/6q2VOJOr5D
positive,@AprilMichelleTX Is that you April? You look like Mariah Carey here!!
negative,"6th circuit &amp; SCOTUS denied #KimDavis appeals &amp; upheld Bunnings order, what the heck makes her crappy lawyer think they'll do something now?"
positive,"Seinfeld's ""the contest"" may just be one of the best episodes ... #andthenthereweretwo"
neutral,Biden gauging his 'emotional fuel': Vice President Joe Biden revealed to members of the Democratic National Committee Wednesday...  #news
negative,"PLANNED PARENTHOOD is the focus of something others like say maybe church based hospitals may be doing , the market did not birth with them"
positive,"@CFhiker Hi Chris, Windows 10 is released in phases, If you want to upgrade now, you may refer to instructions: http://t.co/2lNHid9jUz ^SJ"
positive,Oh my gosh actual acknowledgement from Sony the Vita exists. https://t.co/3QEfWcBRu0
positive,May the best of your today be the worse off your tomorrow - Jay-Z
positive,Valentine (HS). @OnlyBeavers_ Have you seen these amusing Niall Horan images? You may like: http://t.co/KWgALbLRLw
neutral,@EE hi there have just got a 2nd line. I'm having trouble logging into my account on the app. 1st line on T-Mobile. Help?
neutral,@Becky_Petron #OscarPistorius may not be home with a new girlfriend &amp; powder room door by Valentine's day after all. https://t.co/CLkZu8fMWQ
positive,"Happy Friday folks, TGIF!!!! Today the day to come on by!!! Also today the store is opening up at 12:30 today, sorry for inconvenience."
neutral,"At No.8 is ""Jurassic World"" 4th installment of the Jurassic Park series, directed by Colin Trevorrow #R2TVTop10Movies http://t.co/qUXDOLIsCG"
positive,I guess we will be doing lots of Bear Crawling in the A.M. They will sleep better and early tomorrow night at FCA Camp! Wooo Ric Flair
neutral,"Madonna put in two during the first half of play. #HUWS came out stronger 2nd half, but ends game scoreless. 2-0 Final Score"
negative,"State + federal funds combined are about a third of Planned Parenthood funding, lets take back the 3rd it will help with the deficit. NOT.."
neutral,@kirbybulborb yES! But it's odd.. The meeting with Shigeru was in July but Nintendo give them clarification to announce it now.. Pikmin 4-
negative,Catching up on Sunday NYTimes: 1st thing Bobby Jindal is going to do as president is invade Planned Parenthood lol.
negative,"Trump is really a presidential candidate....this is not the longest MTV Awards skit, nor Saturday Night Live or Living Color.  No, really."
negative,"6th circuit &amp; SCOTUS denied #KimDavis appeals &amp; upheld Bunnings order, what the heck makes her crappy lawyer think they'll do something now?"
negative,Rick Perry said he was the Zar of stopping illegals sat there and glossed himself for 2 months how he could secure the border not 1 idea11 m
negative,"If Draxler news is true, Juventus has been humiliated this transfer window. May be leaving without the trequartista they need and 0-2."
negative,I'm here watching golf hoping Tiger Woods can do well and this ass hole Triple bogey the 11th hole!!!
negative,"@MinoRaiola just because your hunger for more money Zlatan will play in a team that finished at the 10th place and struggle for top 5,shame"
positive,Remember when Michael Jackson beat everyone at school on command and conquer tiberian sun? A great day
negative,Study: Michelle Obama's anti-obesity campaign may actually make people gain weight http://t.co/UP2G3On4j6
negative,"@sweeneyuk1 @roxley @DouglasCarswell @Telegraph that's the problem with UKIP, they want all other EU countries to put UK citizens above 1st."
neutral,@ItIsWhatItIs__ yea I went to the one at MetLife on August 5th #OTRAMETLIFE
neutral,Todd Bowles and players talk about what they're expecting from Saturday night's Green &amp; White practice at MetLife: http://t.co/JsjyJPfouL
negative,Rick Perry said he was the Zar of stopping illegals sat there and glossed himself for 2 months how he could secure the border not 1 idea11 m
neutral,I was challenged to post three things about myself that you may not know... 1. Michelle Obama WAS NOT the first... http://t.co/bmb3MWZVmP
negative,Sarah Palin came out of a hole to let you know she's still shockingly ignorant http://t.co/VvhBzwGQQv
neutral,"#usatoday No, Serena didn't throw the 2nd set against Venus: Forget the conspiracies -- th... http://t.co/s07J8sPPms #sports #sportsnews"
negative,"@tomhawthorn Mais oui*!  *not to be confused with 'may wee,' the warning that comes with Tory plumbers"
positive,goodnight I'll tweet more pictures tomorrow from MetLife oh by the way I love this boy SO MUCH http://t.co/VqINfrDw4A
neutral,Donald Trump took a jab Wednesday at Jeb Bush for using Spanish to dismiss the mogul's conservative credibility.
negative,I'm going to fight Justin tomorrow during lunch idc idc dc
positive,I want to thank so much my best friend treating me out to Pizza Hut for dinner and see Ted 2 for my 30th birthday.
negative,@EmaSlema  Q: What's the difference between Sarah Palin and Donald Trump? A: Lipstick  You may be too young to get that
neutral,I'm in #phuket next Tuesday and wanted to know if anywhere will show the champions league game of #mcfc vs Juventus?
neutral,[ Shares'll go up tomorrow ] Greece's Tsipras says loan deal with lenders close http://t.co/hSkSfsdjsp via @Reuters
neutral,Brilliant. El Tri trolls Trump and the US ahead of #USAMEX on 10/10. https://t.co/oFiQwqw3kM
positive,Kurt Cobain was a hero for a generation that just wanted to live in the moment and not think about tomorrow
positive,"Paul says even though they may not have votes to defund Planned Parenthood, 'I'm going to make them vote.'"
positive,"@CyanTyphlosion @WayForward @PlayStation She still has three games on Nintendo consoles (4th one coming up), so she still has a chance"
positive,I may have just renewed my Netflix because I wanted to rewatch Once Upon a Time
negative,Young Buck may face five years in prison due to smoking marijuana with Snoop Dogg http://t.co/CYG7x2hKYG
negative,Theresa May is the Tory leader Labour should fear http://t.co/M0CBiPbq1R
negative,@BrightonPatch Pics from Sat.'s protest of Planned Parenthood in Brighton.Did you give this any coverage? http://t.co/rhTff3BRPy
neutral,My iphone wants to break... well it's about time. Isn't apples event tomorrow?
neutral,Going for Ted 2 with kouhai tomorrow. ^u^
negative,"This is very bad for Juventus. Lose in the 1st &amp; 2nd gionarta? something wrong with formation i think.. miss Pirlo, Tevez &amp; Vidal already :("
neutral,"C'mon Windows, I just want to update to Windows 10. Is that so much to ask for?"
negative,When you have 3 1/2 tests tomorrow and a lab to do but your iPad is dead so you can't do shit :):):):):):)
negative,The problem with Labor Day is that it makes every day following feel like a Monday.
neutral,"Gonna be honest about my Saturday night, but it's almost 1 AM and I'm watching Jurassic Park."
neutral,05 Beat it - Michael Jackson - Thriller (25th Anniversary Edition) [HD] http://t.co/A4K2B86PBv
positive,WASHINGTON (Reuters) - Jeb Bush said on Thursday he would back fellow Republican presidential hopeful Donald T... http://t.co/RtNErbQL59
negative,"@bollybrit @itsnacool both of webb ones made less money than the 3rd Raimi one, plus the success of Marvel had Sony scared i think"
neutral,TGIF - It's not a REAL Friday until you dribble coffee down the front of your shirt at work - at least it's a 3 day wknd!
positive,"@ejrainfordbrent @norcrosscricket needs to upgrade to Windows 10, then can do away with the mouse forever. Oh, that may not be right"
positive,"""People will accept ur ideas much more readily if u tell them Benjamin Franklin said it 1st."" [DComins] || Which is y Kerry just quoted him."
positive,I have to say the Pony scene from Magic Mike XXL may be some of Channing's finest dancing
neutral,"@Nick_Major Jurassic Park, I just saw the Friday movies a few months ago, Pitch Perfect, Fight Club, The Matrix, LOTR.."
negative,Retweet if you think Michelle Obama is an awful 1st Lady... http://t.co/mYpmCoLfE8
neutral,Interesting #agriculture #IP news: Monsanto's 1st genenration GMO crop patents are expiring in the US http://t.co/IYBypOJyb1 &gt;@TechReview
positive,"Really though, who wants to come with me to the Madonna concert on the 24th? I have an extra ticket"
positive,Serena reaches her 7th semifinals of the #USOpen in a row. Two more matches to complete the Grand Slam.
negative,T-Mobile be trippen my phone is off after I just payed it Friday tf !! #annoyed
positive,"If you missed out on Pope tix for Independence Hall,just annnounced 2 more tix avails online 4&amp;8pm Wed @fox29philly http://t.co/FOYiCO4hQg"
positive,@duranrkarolina; Don't let the sun go down - George Michael &amp; Elton John / One sweet day - Mariah Carey &amp; Boyz II men;
negative,I think a big part of Rick Perry's fall is simply that he is not a sitting governor this time around. May be Jeb's downfall too.
neutral,Tsipras asks for strong mandate so that the Left may continue to govern http://t.co/B5UK7qtSfN
negative,The worst: the girl stabbed in the Pride parade has died   http://t.co/RtWE92pP4P http://t.co/oJjk6U5BCD
negative,"It may be the end of the world as we know it, but Trump's feeling fine."
positive,TGIF!!!! Can't wait to sleep all the way till Monday. #tgif #Friday #weekend https://t.co/R3FELAB4gd
negative,"I hope that guy goes all out for Valentine's Day. The fkn works. Then a few days before feb 14 he checks her phone, and sees a few messages"
neutral,That moment when you live in NYC but you're at college in PA when Justin's performing there on Thursday fuck me man https://t.co/XM2qUOLi6p
neutral,"Going to do a broadcast on periscope tomorrow. Maybe a Q &amp; A, room tour, also might share my tarot cards and oracle cards. Would you watch?"
positive,@CalvinHarris congratulations on pumping Taylor Swift mate I may have misjudged you.
neutral,"Donald Trump on Tuesday hit back at Jeb Bush's accusation that the billionaire businessman is not a true conservative, amid an"
neutral,Vintage 2008 Tiger Woods on master sunday on the 18th green
positive,Dreamed I was @Beyonce and I spent the night making out with Jay-Z at a Lower East Side rooftop party until the sun came up.
negative,"@VinceMcMahon If Cena wins on Sunday, it will disrespect the legacy of Ric Flair . Make the right choice @WWERollins for the win."
negative,"@TigonisYesis @ChrisCoon4 @ActForAmerica May I ask, have you read the bill, including the provisions that neither Congress nor Kerry saw?"
positive,Did anybody notice Jurassic World is currently the 3rd highest grossing film in domestic box office history? Damn...
negative,Get me Valentine's Day hearts for Feb. 14 and I'm taking it as a sign you're breaking up with me. Love won't make you eat those things.
neutral,@deborah_speegs That is frustrating. Is this from the Teen Wolf con in June??
positive,"Just listening to whitney houston, celin dione and mariah carey.... just a perfect sunday,, true talent there ladies and gents"
negative,I'm going to see how long I can go without getting caught for wearing Nike shorts tomorrow ..
neutral,"@PowerCat46 Read the 14th Admendment, thats were SCOTUS says the power for Gay marriage lays. In the Due Process Clause and Equal Protection"
positive,Your #Saturday #Satisfaction with Mariah Carey - Thank God I Found You (album version) http://t.co/CvHFOMO1tN #zaterdag #samedi
positive,Rewind Wednesday - Did you know that there were Nintendo and Super Nintendo games in Seinfeld's apartment? http://t.co/2z4dVizZQV
negative,Imma cry if Cena win the WWE Title this Sunday. There is no way he should tie Ric Flair's record for most world title reigns
positive,@BBKDRAGOON @CatStacheInc or 20th if you get the collectors or xbox version
neutral,"Our Holiday Matinee continues tomorrow with Jurassic World at 3pm, through the week. https://t.co/NjfGeVKjpV http://t.co/xdxgHJn7Jz"
negative,@Rockerq They will not be safe. We will march on Clapton with lead piping and beat UKIP into the sea.
neutral,@grannyshrek  - Obama is trying to put Egypt back in the Mo Bros hands like he has US Government &amp; Institutions.. https://t.co/nteeVyTHMP
negative,"Michelle Obama to jump in race for president? http://t.co/C6x2A7APvU via @worldnetdaily# A 3rd term 4 the communist, islamists in the WH, NO"
negative,"1st he disallows use of Global Warming, now-&gt;Governor's office scrubs press release on Planned Parenthood http://t.co/nSy4JktYhg via @maddow"
neutral,Xbox Live Deals with Gold for September 8th: 'Evolve' &amp; 'Battlefield' http://t.co/QuduyssIrh http://t.co/YOVS4NtYdv
negative,When you've been sold out to the NRA and Monsanto.  https://t.co/rS1Dvcfvdv
positive,"Michelle Obama seems to have really enjoyed her theater going this weekend. She saw Kinky Boots on Saturday, and The King and I on Sunday."
positive,We hope everyone had an amazing holiday weekend. Back to it!  Here's our schedule:  TUES: T-Mobile HQ 11-2   WED:... http://t.co/O8Aitjk67l
neutral,In light of the recent Nike drawing announcement for online orders we will keep flyknit orders for now and refund if needed come Friday.
negative,"..the ramifications may feasibly tear apart the Tory party for years to come. That said, the putative No campaign... https://t.co/Rr3tiurx2d"
negative,@PolitiBunny The ONE GOOD thing Trump may do in the LONG RUN is Take OUT Jeb Bush. Trump is targeting Jeb as his Main threat.
positive,I officially have plans for Valentine's Day. And it may or may not be seeing #Deadpool. (#ItTotallyIs.)
positive,Matisyahu is performing at Venice beach on Saturday...might just have to buy a ticket :-)
negative,"GA Tech Game, Falcons Game, Joe Biden in town, Dragon Con, Labor Day Traffic, Rain Traffic..I may just stay the night where im at fuck it."
neutral,Wrong. The original iPod unveiling when Stevo pulled it out of his pocket at the end is my favourite.  https://t.co/sM9HRMUgDE
neutral,I've predicted same for 2 months! If Trump has balls to come on #LateShow it will end him.  https://t.co/FcUfxTkTZ1
neutral,"@JimZub lots of babies born in Nov/Dec going to be named Wade/Harley, especially since Deadpool releases on Valentine's Day."
neutral,Infoteckno: cloudbnb Fundamentals of Database Systems with Oracle 10g Programming: A Primer (6th Edition) - http://t.co/uNzfk4TV95
negative,"@TigonisYesis @ChrisCoon4 @ActForAmerica May I ask, have you read the bill, including the provisions that neither Congress nor Kerry saw?"
negative,"""Obviously he's not going to march in the Pride parade in San Francisco,"" says one of these non-Catholic fans.... http://t.co/MNXBtqHGGD"
positive,@AppStore plzz accept Minecraft update by at least Sunday or Monday please we are all waiting for it we all have been waiting for a month1/2
positive,"Jurassic Park is BACK! New Trailer for the 4th Movie, Jurassic World - http://t.co/EgUbiuOx0T"
negative,"Jay-Z stole his whole 2nd verse from ""99 Problems"" from Bun B in the UGK song ""Touched"". Come on y'all listen to old hip hop."
neutral,In light of the recent Nike drawing announcement for online orders we will keep flyknit orders for now and refund if needed come Friday.
neutral,Will probably make a scrapbook of Kerry's snapchats from Monday-Friday in the near future
positive,"@say_shannon Thank you! And, yes, it's out on Feb 1st in time for Valentine's Day. For reasons.. :) :)"
negative,@GMWatch @RepMikePompeo @marcorubio @SenBillNelson Please explain why you support Monsanto! http://t.co/AQJIFuAmBY
neutral,What does one do when you're up late bored on a Saturday night? Watch Jurassic Park
neutral,"Upgraded to Windows 10, and everything was OK until I tried to play a DVD. Be forewarned you may need a separate install. I went for VLC."
neutral,@kirbybulborb yES! But it's odd.. The meeting with Shigeru was in July but Nintendo give them clarification to announce it now.. Pikmin 4-
negative,"C'mon, Vince...we're not stupid.  We all know Sting's going to job to Rollins to make him look strong."
positive,"@Minecraft Hello, I have an idea for the next version of Minecraft. You may add in Minecraft dirty cobblestone, dirty stone brick, etc."
negative,"@sweeneyuk1 @roxley @DouglasCarswell @Telegraph that's the problem with UKIP, they want all other EU countries to put UK citizens above 1st."
positive,James Rodriguez is fast closing in on the 2nd grade of best footballers (those immediately after Messi and Ronaldo)...
negative,"When the *NSYNC account tweets ""tomorrow night they're together again,"" I want the ""they're"" to be *NSYNC.  Not Justin and Jimmy."
neutral,Ahahahahhha when Labor Day messes you up &amp; u forgot it's Tuesday &amp; not Monday so all your online class assignments are due &amp; u have 2 hrs
positive,"Juventus on Tuesday, Come one the boys!! #mcfc"
neutral,I really fucks with @cthagod and @djenvy .. Every Friday they play Katy perry last Friday night (TGIF) @breakfastclubam #TGIF
positive,My Science Fiction page http://t.co/YVKuXoRhcC Teach with Star Wars. May the learning force be with you. http://t.co/VrXr2H7mCg
negative,@TheWyldHeart @PositivelyJoan @GRTVnews Lying bucket of turds. The Clinton Foundation may have taken money from Gates and Monsanto but the
negative,"Donald Trump, Sarah Palin, and Ted Cruz are going to be speaking at the Capitol tomorrow and I'll be in class. Damn."
neutral,Rollins you better win on sunday at #Summerslam! I do not want Super Cena to tie Ric Flair's 16-Time World Title reigns. #Raw #TitleForTitle
positive,"@granmastaj85 Hey there Justin, may I know which console you're trying to play on? ^EY"
neutral,Joe Biden obstacles in longshot run against Hill Clinton http://t.co/NQAHu1jR6I just remember why he was neva elected POTUS in the 1st place
positive,i am going to try to meet Michelle Obama on friday
neutral,Tiger Woods with a triple bogey on a Sunday with a chance to win? What world are we living in? I'm sad.
neutral,"The Age Of #Monsanto Is Over!   Tami Monroe Canal, the founder of March Against Monsanto talks about the end of... http://t.co/US1VEZVz4a"
positive,"The part in last friday night by Katy perry where they start chanting ""TGIF"" sounds like a sacrifice is about to happen"
neutral,"So like, he missed Seinfeld and Friends? And to think I was really starting to like this dude.  https://t.co/sxS4SGOGSk"
positive,"Oracle is proud to be a sponsor of the DGI Government Customer Service Conference, August 26 in DC! Learn more: http://t.co/2zonQZjc4k"
neutral,"@Louisheartsme @virtualmom @rianne666 may 9th, the Snoop Dogg thing http://t.co/mzk8Opgu8F (check the imgur link (:)"
neutral,'On Point' with Gov. Sarah Palin &amp; Donald Trump video  Aug 28. #trump2016 #palin #tcot #ccot #foxnews #oann #cnn #abc http://t.co/nnHYXo61zh
positive,Ready for Juventus on Sunday at the stadio olimpico. Forza Roma #Roma2k15 @ As Roma Store Piazza Colonna https://t.co/QCprIAKnnw
neutral,"Tomorrow is Valentine's Day, or as we single people like to call it...Thursday."
neutral,"That's the 1st Nintendo franchise that landed on Android that I saw,  and with a puzzle game no less. http://t.co/MnMSn2TeTI"
neutral,"On Friday night, former vice presidential candidate Sarah Palin chatted with current GOP presidential candidate... http://t.co/dLiAouFzMv"
neutral,@randomhero23 because they did not reply the play as much. 2nd time Messi scores a goal on Mexico like that
neutral,Watching Jurassic Park for the 564th time love my Saturday nights
neutral,So today i checked my old iPod 4th gen which is on iOS 6.1.6 and it can't be upgraded further and i randomly open twitter
positive,Good morning everyone :) How are you? I LOVE THE TEEN WOLF CAST SO DAMN MUCH AND TOMORROW ISNT MOONDAY
negative,I think I posted surprise incest in the Golden Sun fanfic category once on Valentine's Day. I was a terrible person.
negative,B texted me and told me that she &amp; her mom went to see Magic Mike XXL (she loved the 1st one) and she hated it.
neutral,"J51 likes to put on a show. He's known as the ""Valentine's baby"" because he was first spotted February 13th. http://t.co/Yd97fPfyOM"
negative,I did need to check to make sure this wasn't a junior Tory minister I'd never heard of. http://t.co/ojZmIfSjje
negative,"A day after taking steps to warm relations with Hispanics, Donald J. Trump may have taken a step backward when he suggested that Jeb Bush"
negative,"Tsipras may be lamenting, but Europe is much farther along the dialectic than the US. Shit's gradual. Don't be lulled by false necessity"
positive,"Sept 11, 2001-  Good: Jay-Z drops the best rap album of the decade (The Blueprint)  Bad: World Trade Center gets destroyed   #MindBlown"
neutral,Question!!!!!! Somebody settle this for me.....  when the pope comes in town the weekend of the 25th of... http://t.co/6DNTE0xjaL
negative,"Jay-Z stole Bigs actual words damn near da 1st 8 bars on ""I just wanna love you"" (give it to me)  https://t.co/xss5q3AlZy"
neutral,I didn't see he had a meeting with Sarah Palin in his schedule. https://t.co/VCdKo1QgxM
negative,Pausing on this day of my 31st year to yell at my ipad because pandora refuses to play the Carpenters' Superstar.
